Gender,Age,Education_Level,Relationship_Status,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR5,VAR6,VAR7,Attrition_rate
F,27,4,Married,Logistics,Behavioral,5.0,2,29,1,2,4,type4,4.0,3,4,9,4,0.1411
M,22,4,Single,Sales,Directive,3.0,3,68,0,2,7,type3,3.0,2,4,8,2,0.6940000000000001
M,63,1,Married,Human Resource Management,Behavioral,30.0,3,54,1,3,8,type2,3.0,4,1,6,4,0.0774
M,42,3,Single,Purchasing,Analytical,9.0,3,23,1,3,5,type3,2.0,4,4,6,3,0.0379
M,39,3,Married,Accounting and Finance,Behavioral,24.0,1,34,0,4,8,type2,3.0,5,5,8,5,0.1514
F,28,4,Married,Sales,Conceptual,5.0,1,51,0,1,8,type2,1.0,2,2,7,2,0.1247
M,35,5,Married,Production,Conceptual,6.0,1,51,1,3,6,type4,2.0,4,2,7,3,0.0032
F,34,3,Married,Accounting and Finance,Behavioral,9.0,1,41,0,3,6,type3,2.0,3,3,8,4,0.1995
M,28,5,Married,Operarions,Analytical,5.0,2,25,1,3,3,type2,3.0,3,3,5,3,0.7602
F,39,4,Single,IT,Conceptual,12.0,3,60,0,3,7,type3,4.0,3,3,7,4,0.2289
F,33,2,Married,Logistics,Directive,5.0,3,49,2,3,4,type2,3.0,3,4,8,3,0.3863
F,62,3,Married,Sales,Behavioral,29.0,2,38,0,3,8,type2,3.0,4,4,8,5,0.061
M,46,3,Married,Purchasing,Conceptual,16.0,2,50,1,2,5,type3,1.0,3,3,9,3,0.2199
F,39,3,Married,Sales,Behavioral,6.0,2,29,1,3,4,type2,2.0,4,1,7,3,0.0746
F,41,3,Single,IT,Behavioral,10.0,2,42,1,1,6,type2,1.0,4,3,9,2,0.1777
M,54,4,Married,Sales,Directive,27.0,3,44,1,1,7,type2,1.0,4,2,6,3,0.1643
F,50,4,Single,Marketing,Analytical,26.0,4,24,1,1,7,type2,3.0,1,1,7,4,0.1051
F,37,4,Single,Operarions,Conceptual,8.0,4,68,0,4,2,type3,3.0,5,4,8,3,0.098
M,39,4,Single,Logistics,Analytical,4.0,3,74,1,3,8,type2,1.0,3,2,8,3,0.049
F,43,5,Married,R&D,Behavioral,18.0,4,42,2,3,7,type2,1.0,3,3,8,3,0.5279
M,34,5,Married,Logistics,Behavioral,5.0,1,73,2,4,2,type2,1.0,3,2,6,3,0.0063
F,61,2,Single,IT,Directive,22.0,4,69,0,1,4,type2,3.0,3,4,5,3,0.1569
F,19,3,Married,Logistics,Analytical,0.0,0,29,1,2,10,type3,2.0,3,3,8,3,0.1243
F,60,3,Married,Sales,Behavioral,37.0,3,26,1,2,7,type2,4.0,3,3,6,3,0.2445
F,23,4,Single,IT,Directive,4.0,2,51,1,2,5,type2,4.0,3,3,8,3,0.2869
F,39,4,Married,Sales,Conceptual,8.0,3,58,2,3,6,type3,3.0,4,4,6,2,0.3228
M,56,3,Married,Logistics,Directive,18.0,3,55,1,5,8,type2,4.0,3,3,8,3,0.1868
M,45,5,Married,Logistics,Conceptual,6.0,4,31,0,4,3,type3,3.0,4,3,6,3,0.1345
M,25,3,Married,Operarions,Behavioral,6.0,1,43,1,3,1,type2,4.0,1,2,8,3,0.0943
M,34,4,Single,IT,Analytical,12.0,1,42,1,3,5,type2,3.0,4,4,8,5,0.2896
F,32,2,Married,Logistics,Conceptual,9.0,1,35,0,1,10,type3,4.0,5,4,6,3,0.1562
F,53,4,Married,IT,Conceptual,19.0,1,66,1,4,6,type2,3.0,3,2,8,3,0.2534
F,21,4,Married,Operarions,Directive,2.0,2,67,0,3,8,type2,1.0,4,1,6,4,0.2367
F,31,3,Single,Purchasing,Behavioral,4.0,4,49,0,1,5,type2,2.0,3,2,8,3,0.2359
M,37,4,Single,Sales,Conceptual,15.0,4,44,1,1,8,type2,1.0,3,3,7,3,0.2183
F,22,4,Single,Logistics,Analytical,3.0,3,72,1,1,7,type2,1.0,3,4,8,4,0.2718
M,54,1,Married,Operarions,Directive,24.0,2,69,1,3,9,type2,4.0,3,2,7,3,0.1032
M,37,2,Single,Operarions,Behavioral,12.0,1,69,1,1,1,type2,1.0,1,3,8,3,0.1578
F,31,3,Single,Human Resource Management,Behavioral,2.0,2,32,1,2,2,type4,1.0,3,3,6,3,0.1629
F,31,4,Married,Quality,Analytical,4.0,4,60,0,2,3,type2,4.0,2,2,8,3,0.0703
F,32,3,Married,IT,Conceptual,5.0,2,54,2,3,6,type3,4.0,3,1,5,3,0.2512
M,58,3,Married,IT,Behavioral,20.0,4,56,0,3,7,type2,4.0,3,3,8,1,0.1086
F,30,3,Single,IT,Conceptual,8.0,2,31,2,5,7,type2,1.0,4,3,8,3,0.16399999999999998
M,21,1,Single,Operarions,Behavioral,2.0,1,70,1,5,7,type3,4.0,4,3,8,4,0.3107
M,27,4,Married,Operarions,Conceptual,4.0,4,22,0,2,8,type3,2.0,2,3,7,3,0.0189
F,39,4,Single,Logistics,Behavioral,3.0,3,69,2,3,6,type2,1.0,3,3,8,4,0.1543
F,60,3,Single,Logistics,Behavioral,33.0,4,47,1,4,5,type2,2.0,3,3,7,2,0.0905
M,58,3,Single,R&D,Analytical,36.0,4,23,1,5,8,type3,1.0,3,4,6,4,0.2459
F,65,4,Married,Logistics,Directive,33.0,1,56,0,3,4,type2,3.0,4,3,6,3,0.0206
F,25,4,Married,Logistics,Behavioral,6.0,1,30,2,3,9,type2,3.0,5,2,8,2,0.2291
M,45,3,Married,Security,Behavioral,9.0,1,37,0,2,5,type2,3.0,3,2,7,3,0.0403
M,31,1,Single,Logistics,Conceptual,8.0,3,31,2,2,8,type2,1.0,3,3,8,3,0.2188
F,36,1,Single,Logistics,Conceptual,13.0,4,70,0,4,5,type2,1.0,5,3,9,2,0.0607
F,60,2,Single,Marketing,Conceptual,22.0,3,63,2,2,6,type2,3.0,4,2,8,5,0.2272
M,60,1,Married,Sales,Analytical,31.0,1,42,1,3,6,type2,3.0,4,3,7,2,0.0291
M,47,4,Married,IT,Analytical,12.0,4,55,1,2,4,type3,1.0,4,4,8,3,0.0527
F,53,5,Married,IT,Analytical,15.0,1,73,1,3,2,type3,2.0,4,2,6,4,0.0478
F,48,3,Married,Sales,Conceptual,11.0,2,51,1,4,5,type3,4.0,3,2,8,5,0.0263
F,47,4,Married,R&D,Directive,11.0,2,21,0,2,5,type3,4.0,3,5,8,1,0.0926
F,52,1,Single,Sales,Conceptual,13.0,4,62,1,1,2,type2,1.0,3,3,7,3,0.2322
F,65,5,Single,IT,Analytical,36.0,4,68,0,3,6,type4,4.0,4,3,5,4,0.3604
F,19,2,Married,Sales,Analytical,0.0,0,40,2,3,2,type2,1.0,3,2,7,3,0.0052
F,26,2,Single,IT,Directive,4.0,2,41,1,3,2,type3,3.0,3,1,7,5,0.2283
M,49,3,Married,Quality,Behavioral,23.0,2,20,1,2,6,type3,3.0,1,3,7,5,0.1385
F,34,2,Single,Sales,Behavioral,12.0,4,54,2,2,2,type2,2.0,2,2,8,3,0.2979
F,25,4,Single,Security,Conceptual,6.0,3,20,0,3,5,type2,1.0,4,4,5,3,0.7669
M,28,3,Married,Operarions,Directive,4.0,2,64,1,3,3,type2,4.0,1,2,8,3,0.0945
F,51,4,Married,IT,Analytical,19.0,1,32,1,3,8,type2,4.0,2,2,6,5,0.2653
F,23,2,Single,IT,Analytical,4.0,4,33,1,3,2,type2,2.0,4,4,7,3,0.2529
F,57,3,Single,Marketing,Conceptual,24.0,1,27,1,3,5,type3,4.0,3,4,7,4,0.1899
M,24,3,Married,Accounting and Finance,Directive,5.0,1,34,1,2,6,type4,3.0,5,2,6,3,0.0596
F,26,3,Married,Sales,Behavioral,2.0,1,30,1,3,9,type2,1.0,3,1,8,3,0.0592
F,39,2,Married,Operarions,Conceptual,7.0,4,60,1,3,2,type3,1.0,3,1,5,4,0.1813
F,28,3,Married,IT,Conceptual,4.0,3,59,1,1,8,type2,1.0,3,3,9,1,0.1421
F,21,4,Married,Marketing,Behavioral,2.0,2,44,2,1,5,type2,1.0,3,2,8,3,0.1305
M,57,2,Single,Sales,Analytical,24.0,4,40,1,2,4,type2,3.0,3,4,5,3,0.5785
F,61,4,Married,Marketing,Conceptual,27.0,4,42,0,3,4,type4,1.0,3,2,5,1,0.0425
F,22,2,Married,Operarions,Analytical,3.0,2,25,1,4,7,type3,1.0,3,2,8,3,0.1043
F,21,2,Married,Sales,Analytical,2.0,2,64,0,3,5,type3,2.0,5,4,7,2,0.0416
M,21,3,Married,Operarions,Behavioral,2.0,2,52,1,3,6,type2,3.0,2,2,6,5,0.1919
F,26,2,Married,IT,Behavioral,4.0,3,42,1,3,4,type3,3.0,1,3,5,3,0.2638
F,34,3,Single,Accounting and Finance,Conceptual,9.0,2,27,2,4,8,type2,4.0,4,2,5,5,0.0311
F,48,3,Single,Sales,Conceptual,22.0,1,73,1,4,4,type2,2.0,3,3,8,3,0.4429
M,56,2,Married,Sales,Behavioral,32.0,2,42,1,4,8,type4,3.0,3,4,8,3,0.1574
F,65,1,Married,IT,Behavioral,41.0,1,51,0,5,5,type3,1.0,3,2,8,3,0.192
M,31,5,Married,Sales,Directive,4.0,2,42,0,3,9,type0,2.0,1,4,7,4,0.609
M,43,4,Married,Human Resource Management,Behavioral,16.0,1,48,1,2,9,type3,1.0,3,2,6,3,0.1716
F,64,3,Married,Human Resource Management,Analytical,37.0,4,62,0,3,4,type2,4.0,3,4,8,4,0.0221
F,31,4,Married,Accounting and Finance,Analytical,9.0,1,20,0,2,4,type2,4.0,3,4,8,4,0.1293
M,45,4,Married,Operarions,Directive,14.0,1,55,2,3,2,type3,2.0,4,3,8,3,0.1343
F,20,4,Single,Quality,Directive,1.0,1,56,1,5,5,type2,2.0,3,3,8,3,0.1737
M,29,3,Married,IT,Analytical,5.0,3,40,0,3,8,type2,3.0,2,4,7,2,0.1555
F,45,1,Single,Logistics,Behavioral,16.0,1,73,1,4,8,type2,2.0,5,4,7,3,0.1671
M,50,1,Single,Sales,Behavioral,18.0,1,52,0,3,8,type3,1.0,2,3,8,3,0.0123
F,55,4,Married,Security,Directive,27.0,1,48,0,3,8,type2,4.0,2,3,5,3,0.0482
F,33,4,Married,Operarions,Conceptual,9.0,4,27,1,2,6,type3,3.0,3,2,7,3,0.2451
M,58,3,Single,Logistics,Directive,28.0,1,64,0,3,7,type2,4.0,3,4,8,5,0.4217
F,65,3,Single,Accounting and Finance,Behavioral,36.0,3,74,2,2,8,type3,2.0,5,4,7,2,0.0473
F,34,3,Married,IT,Conceptual,8.0,4,32,1,3,9,type3,3.0,4,4,8,3,0.1852
F,39,4,Single,Logistics,Conceptual,15.0,2,36,1,2,6,type2,3.0,3,3,8,4,0.0474
M,39,1,Single,Logistics,Behavioral,12.0,2,52,0,2,5,type2,2.0,3,4,6,3,0.7447
F,25,4,Married,Operarions,Analytical,6.0,4,72,0,4,9,type2,1.0,3,3,7,4,0.2466
F,58,4,Married,IT,Behavioral,32.0,4,63,0,2,6,type2,1.0,3,3,6,3,0.0376
F,32,3,Married,IT,Behavioral,4.0,1,47,1,3,5,type2,4.0,3,2,8,3,0.0321
M,52,4,Married,IT,Directive,15.0,2,42,0,2,5,type2,3.0,3,4,6,3,0.0412
F,59,1,Single,Operarions,Analytical,30.0,3,66,2,3,5,type2,3.0,2,3,7,5,0.1824
M,22,3,Single,R&D,Analytical,3.0,3,26,2,3,8,type2,5.0,3,2,8,3,0.1725
F,30,3,Single,IT,Directive,6.0,2,31,0,3,5,type2,4.0,3,4,6,5,0.1506
F,21,3,Married,IT,Conceptual,2.0,2,45,1,2,6,type2,1.0,4,4,8,5,0.1321
M,22,3,Single,Quality,Directive,3.0,3,42,1,3,8,type2,1.0,4,3,7,3,0.1618
F,42,3,Married,Security,Directive,9.0,3,50,0,3,5,type2,2.0,3,1,6,2,0.5346
M,60,1,Married,IT,Conceptual,28.0,1,45,2,4,8,type2,3.0,4,2,8,2,0.0747
M,52,3,Married,IT,Analytical,26.0,3,27,1,2,8,type2,2.0,3,3,5,3,0.1822
M,37,3,Married,IT,Behavioral,13.0,3,68,1,2,8,type2,1.0,4,3,7,4,0.0449
M,63,2,Married,IT,Directive,31.0,4,64,0,2,6,type4,1.0,3,3,8,3,0.0834
F,21,3,Married,Purchasing,Analytical,2.0,2,32,2,3,4,type1,2.0,3,3,8,3,0.1666
F,40,5,Married,Purchasing,Behavioral,15.0,1,69,1,2,4,type3,2.0,3,3,8,4,0.0177
F,39,1,Married,IT,Behavioral,8.0,4,56,2,2,7,type3,3.0,3,1,8,1,0.1873
M,37,4,Married,Accounting and Finance,Directive,11.0,4,65,1,4,7,type2,2.0,3,2,7,3,0.037000000000000005
F,54,1,Married,IT,Analytical,29.0,1,73,1,4,6,type2,3.0,4,5,8,3,0.1856
F,25,5,Single,IT,Analytical,6.0,3,35,0,3,5,type2,1.0,4,4,8,3,0.1784
M,35,3,Married,IT,Behavioral,10.0,3,55,2,3,5,type2,5.0,3,3,9,1,0.0694
M,35,1,Single,Purchasing,Conceptual,6.0,1,35,0,2,8,type2,3.0,4,4,7,3,0.1362
F,51,4,Married,Human Resource Management,Analytical,27.0,1,25,0,3,4,type3,1.0,4,3,8,4,0.1761
F,35,5,Single,Accounting and Finance,Directive,13.0,2,24,1,5,5,type2,1.0,3,3,6,2,0.1358
F,52,4,Married,R&D,Analytical,23.0,2,31,1,2,7,type2,2.0,4,2,8,3,0.2873
M,52,4,Married,IT,Directive,14.0,4,69,1,4,8,type1,4.0,2,2,8,4,0.1257
M,41,4,Married,IT,Analytical,4.0,1,50,2,3,4,type2,1.0,3,2,8,3,0.1938
M,42,3,Single,Sales,Behavioral,16.0,3,65,1,4,4,type3,1.0,1,2,7,3,0.1918
M,58,3,Married,Logistics,Conceptual,32.0,2,24,1,3,5,type2,3.0,3,4,6,2,0.1962
F,39,3,Single,IT,Analytical,11.0,3,52,2,1,8,type3,1.0,3,4,5,3,0.0187
F,19,3,Married,Logistics,Directive,0.0,0,42,1,3,8,type3,1.0,1,5,5,5,0.0997
F,57,5,Single,Operarions,Directive,20.0,1,41,1,3,4,type2,2.0,5,2,5,3,0.118
M,27,3,Married,Purchasing,Analytical,4.0,3,23,1,4,6,type1,1.0,2,3,8,3,0.0147
F,30,4,Single,R&D,Directive,7.0,3,65,0,3,2,type3,2.0,3,3,5,3,0.2603
F,54,4,Married,Purchasing,Analytical,26.0,1,54,0,5,4,type3,4.0,1,2,5,4,0.9853
M,37,1,Married,IT,Directive,11.0,4,67,0,3,8,type2,3.0,3,3,7,4,0.0937
F,24,3,Single,Operarions,Directive,5.0,3,60,1,5,9,type3,3.0,4,3,8,4,0.3965
M,33,2,Single,R&D,Analytical,6.0,1,51,1,3,8,type3,3.0,3,3,7,3,0.093
M,49,4,Married,Accounting and Finance,Conceptual,21.0,2,69,1,4,7,type2,2.0,5,2,9,3,0.4848
M,24,3,Married,Marketing,Directive,5.0,4,58,0,2,5,type3,4.0,3,3,5,3,0.0689
F,36,1,Married,Purchasing,Directive,8.0,3,29,0,3,5,type2,4.0,2,3,7,3,0.1912
M,28,4,Married,R&D,Conceptual,5.0,1,73,0,5,5,type2,1.0,3,3,8,3,0.221
F,54,4,Married,R&D,Conceptual,30.0,2,55,1,1,1,type3,4.0,3,3,5,3,0.2238
M,34,2,Single,Accounting and Finance,Directive,12.0,1,52,2,4,4,type0,2.0,1,3,8,5,0.2452
F,25,3,Single,IT,Analytical,6.0,2,33,0,3,8,type3,3.0,3,3,8,3,0.0209
M,45,3,Single,IT,Analytical,13.0,2,72,0,1,4,type2,4.0,3,1,9,3,0.0415
M,38,4,Single,Production,Analytical,9.0,3,28,0,5,6,type3,5.0,3,3,7,5,0.546
F,19,4,Married,Accounting and Finance,Analytical,0.0,0,60,1,3,4,type2,1.0,3,3,7,3,0.0172
F,28,3,Single,R&D,Analytical,4.0,2,46,0,4,7,type2,3.0,3,3,5,4,0.4208
F,26,2,Single,IT,Conceptual,13.385064177362894,3,62,0,2,8,type3,1.0,3,3,8,3,0.1458
F,35,4,Single,Security,Behavioral,9.0,4,24,1,3,8,type2,1.0,4,2,6,5,0.0558
F,23,3,Single,Purchasing,Directive,4.0,2,71,1,5,8,type3,1.0,5,3,6,3,0.2348
F,47,4,Married,IT,Behavioral,12.0,3,36,1,3,4,type3,2.0,3,1,7,5,0.1021
F,56,3,Married,Logistics,Conceptual,30.0,3,28,0,1,8,type3,3.0,2,4,8,3,0.6255
F,31,3,Single,R&D,Analytical,8.0,1,51,1,3,6,type3,1.0,5,3,7,3,0.0576
M,54,4,Single,Operarions,Directive,23.0,1,52,0,3,8,type1,1.0,2,3,8,3,0.7444
M,65,4,Married,Human Resource Management,Behavioral,26.0,1,56,1,4,8,type3,2.0,4,4,5,3,0.2874
F,65,4,Single,Accounting and Finance,Directive,37.0,1,24,1,3,5,type2,1.0,3,2,7,4,0.0838
M,44,3,Married,R&D,Conceptual,6.0,2,22,0,4,4,type1,1.0,3,2,7,4,0.0101
F,47,4,Single,Logistics,Behavioral,21.0,3,63,0,4,2,type3,1.0,4,5,8,3,0.2415
F,36,3,Married,Logistics,Analytical,8.0,4,67,0,2,4,type2,2.0,3,2,6,1,0.0909
F,55,3,Married,Accounting and Finance,Directive,33.0,2,57,1,2,9,type2,4.0,2,1,6,4,0.2273
M,29,4,Married,Quality,Directive,5.0,4,32,1,3,5,type2,2.0,3,3,6,3,0.1644
F,39,3,Single,Logistics,Behavioral,25.0,3,62,1,4,6,type2,1.0,4,1,8,5,0.6831
M,26,3,Married,R&D,Conceptual,4.0,3,54,1,3,9,type2,1.0,3,4,6,3,0.1478
F,22,3,Single,Quality,Directive,3.0,3,24,2,2,8,type2,3.0,3,2,5,5,0.1527
M,24,3,Married,Operarions,Analytical,5.0,1,37,1,3,1,type3,2.0,3,4,5,5,0.0643
M,60,4,Married,IT,Behavioral,36.0,2,45,0,3,6,type4,2.0,3,3,8,3,0.2273
F,60,1,Married,Operarions,Behavioral,30.0,3,58,1,3,7,type3,4.0,3,3,8,4,0.2735
M,35,1,Married,Accounting and Finance,Conceptual,10.0,2,58,1,3,3,type3,2.0,3,3,6,2,0.2557
F,45,3,Single,IT,Behavioral,8.0,1,62,2,3,5,type2,1.0,4,3,8,3,0.006999999999999999
F,31,3,Single,Human Resource Management,Analytical,2.0,1,31,1,3,8,type3,3.0,4,2,8,3,0.1627
M,37,2,Married,Sales,Behavioral,8.0,3,65,2,5,1,type2,2.0,4,3,8,4,0.1744
M,26,4,Married,Sales,Directive,3.0,2,52,1,1,10,type2,1.0,3,1,6,3,0.1997
F,49,3,Married,Quality,Conceptual,16.0,2,22,1,3,4,type2,1.0,3,3,6,3,0.2447
F,32,3,Single,Accounting and Finance,Directive,6.0,1,29,0,2,5,type2,3.0,3,2,7,3,0.1735
F,40,3,Single,Operarions,Directive,12.0,2,22,1,3,4,type3,1.0,3,2,8,5,0.0441
M,23,4,Married,Logistics,Directive,4.0,2,31,1,4,5,type1,2.0,3,1,8,3,0.1845
M,44,3,Married,Purchasing,Analytical,22.0,2,34,0,4,8,type3,2.0,2,3,6,3,0.2729
F,22,3,Single,IT,Behavioral,3.0,2,32,0,3,7,type2,1.0,3,4,8,3,0.1488
M,45,2,Single,Sales,Behavioral,18.0,4,22,0,3,6,type2,1.0,3,1,6,3,0.1121
F,19,3,Single,Accounting and Finance,Conceptual,0.0,0,39,0,2,5,type2,3.0,3,3,8,4,0.1202
F,30,2,Married,Accounting and Finance,Directive,7.0,2,65,0,3,5,type2,3.0,3,3,6,3,0.0877
F,33,3,Married,Accounting and Finance,Analytical,11.0,2,61,1,3,8,type3,4.0,4,5,8,3,0.1037
F,24,3,Married,Accounting and Finance,Analytical,5.0,2,21,0,4,9,type2,2.0,3,3,8,5,0.2599
F,22,5,Married,Logistics,Conceptual,3.0,3,23,1,5,6,type2,4.0,3,2,8,2,0.2102
M,52,3,Married,Logistics,Behavioral,15.0,2,29,0,3,6,type3,1.0,3,1,7,1,0.1803
M,29,1,Married,Purchasing,Analytical,7.0,2,72,0,2,3,type3,3.0,5,2,6,3,0.2359
F,54,1,Married,Purchasing,Analytical,15.0,3,27,1,3,8,type0,1.0,3,4,5,3,0.1556
M,35,2,Married,Logistics,Analytical,8.0,3,51,2,1,1,type2,3.0,3,2,6,3,0.3357
M,39,3,Married,Marketing,Behavioral,10.0,3,73,1,1,8,type2,3.0,2,2,7,4,0.0312
F,23,4,Married,IT,Directive,4.0,4,30,0,2,9,type2,2.0,5,4,8,3,0.6998
F,34,3,Single,Sales,Directive,10.0,3,38,2,2,6,type2,1.0,2,2,8,3,0.2287
M,39,1,Single,Accounting and Finance,Conceptual,33.0,2,68,0,1,6,type2,2.0,3,3,8,3,0.1896
M,27,3,Married,IT,Directive,5.0,3,30,0,3,4,type3,2.0,4,4,6,3,0.2553
F,32,3,Married,Operarions,Directive,5.0,4,35,1,1,6,type3,3.0,1,3,7,5,0.17
M,39,1,Married,Security,Analytical,11.0,4,49,0,4,1,type3,1.0,3,2,8,3,0.0318
F,65,5,Married,IT,Analytical,34.0,3,61,1,2,9,type2,4.0,3,2,8,3,0.3203
F,31,3,Married,R&D,Behavioral,3.0,3,30,1,1,8,type3,1.0,3,3,9,3,0.0548
M,40,3,Single,Security,Directive,13.0,3,50,1,3,5,type2,2.0,5,2,8,1,0.1112
M,26,3,Married,Production,Conceptual,2.0,1,69,1,5,4,type4,1.0,2,2,9,4,0.0519
F,27,1,Married,R&D,Conceptual,5.0,1,61,1,4,8,type2,3.0,1,3,7,3,0.0193
F,29,4,Single,IT,Conceptual,5.0,1,69,0,2,5,type2,1.0,2,2,9,2,0.0185
M,26,4,Single,Accounting and Finance,Conceptual,2.0,2,64,1,2,5,type2,2.0,4,2,8,4,0.2801
F,57,4,Single,Marketing,Conceptual,35.0,3,52,2,5,8,type3,1.0,4,3,5,3,0.1079
M,37,4,Married,Accounting and Finance,Behavioral,14.0,2,69,1,2,8,type4,3.0,3,1,5,4,0.0935
M,29,2,Married,Production,Conceptual,5.0,1,56,1,5,8,type2,3.0,3,3,8,5,0.2547
M,19,2,Married,Security,Analytical,0.0,0,62,0,2,5,type2,2.0,3,3,8,2,0.1455
F,51,1,Married,IT,Analytical,19.0,3,64,0,3,5,type3,3.0,4,2,6,4,0.1138
M,55,1,Single,Accounting and Finance,Conceptual,31.0,4,20,2,4,6,type2,4.0,5,4,8,5,0.0113
F,35,4,Married,R&D,Conceptual,10.0,3,66,0,4,8,type3,3.0,3,2,8,4,0.2689
M,39,4,Married,IT,Conceptual,1.0,1,47,1,2,8,type2,3.0,3,1,6,5,0.0152
M,59,3,Married,IT,Conceptual,23.0,3,32,2,4,6,type2,3.0,3,3,7,5,0.0582
M,39,2,Married,Purchasing,Analytical,26.0,2,50,2,1,7,type3,1.0,3,2,8,3,0.1173
F,24,3,Married,Logistics,Analytical,13.385064177362894,2,58,1,3,5,type4,1.0,3,2,7,3,0.1247
M,33,4,Married,Logistics,Behavioral,8.0,4,51,1,4,5,type2,2.0,3,3,8,4,0.2374
M,21,3,Single,Purchasing,Directive,2.0,2,54,0,2,7,type2,4.0,3,5,7,3,0.1181
M,34,3,Married,Operarions,Directive,7.0,2,45,0,1,5,type2,2.0,3,3,6,4,0.0768
F,38,4,Married,Logistics,Analytical,11.0,2,59,1,3,4,type0,3.0,3,3,8,2,0.6412
F,19,3,Single,IT,Analytical,0.0,0,60,1,4,4,type3,1.0,2,2,9,3,0.0684
F,46,3,Single,IT,Analytical,14.0,1,27,2,3,8,type2,3.0,1,3,7,4,0.7618
F,54,5,Single,Logistics,Behavioral,17.0,2,45,2,3,8,type2,2.0,3,3,7,1,0.3115
M,29,3,Single,R&D,Analytical,6.0,2,65,1,4,6,type3,1.0,3,2,8,3,0.1758
F,37,3,Single,Accounting and Finance,Directive,10.0,1,47,2,1,5,type2,3.0,5,2,7,3,0.4503
M,31,4,Married,Sales,Analytical,9.0,2,73,1,4,7,type2,4.0,2,1,7,4,0.091
M,57,4,Single,R&D,Directive,27.0,3,73,2,3,8,type2,4.0,2,3,8,3,0.1384
F,51,3,Married,Sales,Behavioral,20.0,4,42,0,2,5,type2,2.0,4,4,6,5,0.0971
F,52,4,Single,IT,Directive,26.0,4,28,2,2,8,type2,1.0,4,2,8,5,0.278
F,30,5,Married,IT,Behavioral,6.0,1,61,1,1,10,type2,3.0,3,1,8,4,0.0185
M,48,4,Married,Operarions,Behavioral,15.0,2,37,0,2,1,type4,2.0,3,3,8,5,0.0158
F,64,1,Married,Logistics,Analytical,42.0,1,62,1,3,6,type2,3.0,3,2,8,3,0.2235
M,39,3,Married,Logistics,Conceptual,10.0,4,27,0,2,8,type4,3.0,3,4,7,5,0.22
M,36,3,Married,IT,Directive,14.0,2,45,1,4,5,type0,4.0,3,4,8,5,0.076
M,20,2,Married,Accounting and Finance,Analytical,1.0,1,60,1,2,8,type2,4.0,3,3,6,3,0.0045
F,39,5,Married,Sales,Analytical,32.0,4,74,1,2,10,type3,4.0,3,3,5,4,0.1825
F,26,3,Married,IT,Conceptual,3.0,2,61,0,4,9,type3,4.0,3,3,7,2,0.1153
M,27,4,Married,Accounting and Finance,Analytical,4.0,2,27,1,1,7,type3,4.0,4,3,6,3,0.1618
F,45,4,Married,Sales,Analytical,10.0,2,59,2,3,5,type2,1.0,2,2,6,5,0.125
F,52,3,Married,Sales,Directive,30.0,4,38,1,3,7,type3,4.0,4,2,5,3,0.0787
F,21,1,Single,Logistics,Analytical,2.0,1,21,2,5,5,type4,3.0,2,2,5,3,0.0445
F,31,3,Married,Security,Analytical,6.0,3,61,1,4,4,type2,3.0,3,3,5,3,0.4234
M,39,3,Single,Sales,Conceptual,28.0,2,68,1,4,8,type2,4.0,1,4,9,3,0.1973
M,52,3,Single,Purchasing,Directive,21.0,2,49,1,3,6,type2,4.0,3,3,8,5,0.1426
F,42,3,Married,Quality,Directive,16.0,3,68,1,2,5,type2,4.0,4,3,6,4,0.0793
F,24,4,Married,IT,Analytical,5.0,1,22,1,2,4,type2,4.0,3,3,8,3,0.2778
F,35,4,Single,R&D,Analytical,10.0,4,66,1,2,6,type3,1.0,1,2,8,5,0.1681
M,39,3,Single,Logistics,Conceptual,1.0,1,56,1,4,6,type2,4.0,3,3,9,2,0.16
F,64,2,Married,R&D,Analytical,27.0,3,70,1,3,7,type3,5.0,4,4,9,3,0.1212
F,23,3,Married,Human Resource Management,Conceptual,4.0,4,56,1,3,4,type3,1.0,4,4,8,4,0.2872
M,27,3,Married,Sales,Directive,5.0,4,23,0,2,9,type3,3.0,2,3,8,3,0.0664
F,32,4,Single,Logistics,Directive,9.0,2,28,1,3,6,type3,4.0,5,4,8,4,0.0421
F,25,1,Married,Logistics,Behavioral,6.0,2,58,2,5,6,type2,1.0,3,2,7,3,0.0905
F,47,5,Married,IT,Conceptual,14.0,2,21,1,2,6,type3,1.0,4,4,7,4,0.0035
F,20,3,Married,Accounting and Finance,Conceptual,1.0,1,48,0,5,8,type3,2.0,4,2,7,3,0.2449
F,39,3,Married,IT,Behavioral,18.0,2,34,1,3,8,type2,3.0,4,2,5,2,0.1075
F,52,3,Married,R&D,Conceptual,30.0,1,50,1,3,4,type3,2.0,1,3,5,3,0.2738
M,32,1,Married,R&D,Conceptual,13.385064177362894,4,26,0,2,6,type2,1.0,3,3,6,4,0.0749
M,25,4,Married,Sales,Directive,6.0,2,31,1,4,4,type2,4.0,3,2,7,4,0.1564
M,35,5,Single,Sales,Behavioral,6.0,1,26,1,3,8,type3,1.0,2,2,9,3,0.2735
F,25,3,Single,Marketing,Analytical,6.0,4,74,2,3,7,type3,1.0,3,3,6,3,0.0112
